state,latitude,longitude,city,name,status,founded_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code,category_code,has_VC,has_angel,has_roundA,has_roundB,has_roundC,avg_participants,is_top500,id,funding_duration_first,funding_duration_last,broad_category,funding_category
Washington DC,38.8951,-77.0364,Washington,MapBox,operating,2010-01-01,2012-09-21,2013-10-16,2.72,3.79,3.45,3.82,4,2,10575000,2,DC,enterprise,0,0,1,0,0,1.0,1,3259,994,1384,Software,Medium
Washington DC,38.8951,-77.0364,Washington,Veenome,closed,2011-08-01,2011-11-21,2013-11-19,0.31,2.3,1.32,2.09,10,3,2100000,2,DC,advertising,1,1,0,0,0,4.67,1,3260,112,841,Service,Medium
California,36.116203,-119.681564,San Diego,Tealium,operating,2008-03-01,2012-01-10,2013-04-03,3.86,5.09,4.84,5.09,8,3,27200000,2,CA,enterprise,0,0,1,1,1,2.33,1,3261,1410,1859,Software,High
California,36.116203,-119.681564,San Francisco,Kinsights,closed,2011-06-01,2011-05-01,2011-05-01,-0.08,-0.08,0.0,0.67,2,1,20000,2,CA,health,0,1,0,0,0,1.0,1,3262,-31,-31,Service,Low
California,36.116203,-119.681564,San Francisco,Venturocket,operating,2011-01-06,2013-07-18,2013-07-18,2.53,2.53,2.25,2.53,9,1,700000,2,CA,search,0,0,1,0,0,3.0,1,3263,924,924,Software,Low
Massachusetts,42.38941,-71.146011,Boston,RAMP Holdings,operating,2006-01-01,2007-06-01,2012-09-27,1.41,6.74,6.55,7.62,16,4,36750000,4,MA,analytics,1,0,0,1,1,5.33,1,3264,516,2461,Software,High
Massachusetts,42.230171,-71.530106,Maynard,Allegro Diagnostics,operating,2006-01-01,2011-07-07,2011-07-07,5.52,5.52,2.0,2.0,2,1,5400000,1,MA,biotech,0,0,1,0,0,2.0,1,3265,2013,2013,software,Medium
Illinois,40.349457,-88.986137,Chicago,"QCoefficient, Inc.",closed,2007-01-01,2011-07-07,2011-07-07,4.52,4.52,4.52,4.52,9,1,7000000,1,IL,cleantech,0,0,1,0,0,2.0,1,3266,1648,1648,Business,Medium
California,36.116203,-119.681564,San Francisco,Sosh,operating,2010-01-01,2011-03-23,2013-08-13,1.22,3.62,0.67,3.64,5,4,16254000,2,CA,social,1,1,1,1,0,4.5,1,3267,446,1320,Software,High
New York,42.165726,-74.948051,New York,CourseHorse,operating,2011-04-14,2012-10-11,2012-10-11,1.5,1.5,0.0,0.0,2,1,500000,1,NY,web,0,1,0,0,0,3.0,1,3268,546,546,Software,Low
California,36.116203,-119.681564,San Francisco,UrbanSitter,operating,2010-12-29,2011-11-18,2012-10-15,0.89,1.8,1.01,1.8,7,2,7749996,2,CA,social,1,0,0,0,0,4.0,1,3269,324,656,Software,Medium
California,37.7896083,-122.4004987,San Francisco,Swrve,operating,2011-01-01,2009-01-10,2012-11-12,-1.98,1.87,-2.0,-2.0,3,3,11139440,1,CA,advertising,1,0,0,0,0,4.5,1,3270,-721,681,Service,Medium
New York,42.165726,-74.948051,New York,MoviePass,operating,2011-02-01,2011-02-23,2011-02-23,0.06,0.06,0.12,1.79,4,1,1500000,2,NY,games_video,0,0,0,0,0,9.0,1,3271,22,22,Software,Low
New York,42.165726,-74.948051,New York,Gojee,operating,2010-06-11,2011-09-14,2012-07-02,1.26,2.06,2.24,2.24,12,2,4000000,1,NY,hospitality,1,1,0,0,0,1.0,1,3272,460,752,Service,Medium
California,36.116203,-119.681564,San Francisco,Verbling,operating,2011-06-01,2011-05-01,2012-01-26,-0.08,0.65,1.0,2.47,12,2,1020000,3,CA,education,0,1,0,0,0,4.5,1,3273,-31,239,Service,Low
Massachusetts,42.230171,-71.530106,Boston,Healthrageous,operating,2010-01-01,2011-07-08,2013-06-09,1.52,3.44,2.79,3.0,10,3,15000000,2,MA,hardware,0,0,1,1,0,3.0,1,3274,553,1255,Hardware,High
Connecticut,41.597782,-72.755371,Orange,SurgiQuest,operating,2006-05-01,2011-07-08,2012-12-05,5.19,6.6,4.67,4.67,15,3,37500000,1,CT,medical,0,0,0,0,1,3.67,1,3275,1894,2410,Service,High
California,34.0025911,-118.3942383,Culver City,Riot Games,operating,2006-01-01,2009-09-09,2009-09-09,3.69,3.69,4.0,7.07,7,1,8000000,3,CA,games_video,0,0,0,0,1,3.0,1,3276,1347,1347,Software,Medium
California,36.116203,-119.681564,San Francisco,"map2app, Inc.",operating,2012-04-01,2012-12-10,2013-03-01,0.69,0.92,-0.67,-0.67,5,2,100000,1,CA,mobile,0,1,0,0,0,1.0,0,3277,253,334,software,Low
New York,40.714044,-74.003964,New  York,Snooth Media,operating,2006-01-01,2006-12-01,2009-01-16,0.92,3.04,3.71,4.67,6,4,3300000,3,NY,web,0,1,0,0,0,3.5,0,3278,334,1111,Software,Medium
New York,42.165726,-74.948051,New York,Contently,operating,2010-12-01,2011-07-18,2012-01-13,0.63,1.12,2.3,2.62,23,3,3325014,2,NY,enterprise,1,0,1,0,0,2.0,1,3280,229,408,Software,Medium
Kansas,38.5266,-96.726486,Mission,AgLocal,operating,2011-05-02,2012-06-29,2012-06-29,1.16,1.16,1.34,1.83,18,1,1000000,2,KS,hospitality,1,0,0,0,0,9.0,1,3281,424,424,Service,Low
California,34.01533,-118.493592,Santa Monica,ThisNext,operating,2005-12-01,2006-01-01,2010-01-28,0.08,4.16,4.64,7.01,29,4,8699999,3,CA,social,0,0,1,1,1,2.0,1,3282,31,1519,Software,Medium
California,36.116203,-119.681564,Santa Monica,CHNL,closed,2010-11-25,2011-06-11,2012-07-20,0.54,1.65,1.68,1.68,8,2,1350000,1,CA,social,0,1,0,0,0,1.0,0,3283,198,603,Software,Low
California,36.116203,-119.681564,San Francisco,MemSQL,operating,2011-01-01,2011-07-12,2012-06-18,0.53,1.46,1.45,2.34,9,2,5100000,2,CA,analytics,0,0,0,0,0,9.5,1,3284,192,534,Software,Medium
Massachusetts,42.506417,-71.135852,Woburn,Gridco,operating,2010-01-01,2011-07-11,2013-11-26,1.52,3.9,2.0,2.0,8,3,30499992,1,MA,cleantech,1,0,1,0,0,4.0,1,3285,556,1425,Business,High
California,36.116203,-119.681564,Palo Alto,Capriza,operating,2011-06-14,2011-07-01,2011-07-01,0.05,0.05,0.09,0.97,8,1,8000000,2,CA,enterprise,0,0,1,0,0,1.0,1,3286,17,17,Software,Medium
California,36.116203,-119.681564,San Francisco,Ignite Game Technologies,operating,2008-03-01,2011-02-16,2012-02-07,2.96,3.94,0.84,3.44,7,4,14025457,2,CA,games_video,0,1,0,1,1,2.0,0,3287,1082,1438,Software,High
New York,40.746285,-73.986602,New York,Zipments,operating,2010-01-01,2012-09-26,2013-09-16,2.74,3.71,2.42,3.72,5,2,2250000,2,NY,enterprise,0,1,0,0,0,4.0,1,3289,999,1354,Software,Medium
California,36.116203,-119.681564,San Francisco,Pocket,operating,2007-08-06,2011-07-26,2012-07-19,3.97,4.96,3.65,6.14,5,2,7500000,3,CA,web,0,0,1,1,0,3.5,1,3290,1450,1809,Software,Medium
California,36.116203,-119.681564,San Francisco,Visual.ly,closed,2011-01-01,2011-10-20,2013-03-29,0.8,2.24,0.83,2.83,13,2,4300000,3,CA,analytics,0,0,1,0,0,7.0,1,3291,292,818,Software,Medium
Utah,40.150032,-111.862434,American Fork,Domo,operating,2011-07-13,2011-05-19,2013-03-11,-0.15,1.66,1.22,1.66,10,4,123000000,2,UT,software,0,0,1,1,0,6.0,1,3292,-55,607,Software,High
New York,42.165726,-74.948051,New York,Zettics.com,operating,2009-01-01,2011-07-14,2011-07-14,2.53,2.53,2.5,2.5,7,1,8000000,1,NY,analytics,1,0,0,0,0,5.0,1,3293,924,924,Software,Medium
California,36.116203,-119.681564,Emeryville,Marqeta,operating,2010-01-01,2011-06-14,2013-05-15,1.45,3.37,1.41,1.41,6,4,36341900,1,CA,web,0,0,1,1,0,1.67,1,3294,529,1230,Software,High
California,36.116203,-119.681564,San Francisco,MoboTap,operating,2010-03-01,2011-07-18,2011-07-18,1.38,1.38,1.84,3.3,3,1,10000000,2,CA,mobile,0,0,1,0,0,2.0,1,3295,504,504,software,Medium
California,36.116203,-119.681564,San Francisco,Crushpath,operating,2011-04-01,2012-06-19,2013-03-12,1.22,1.95,1.42,2.04,7,2,8000000,3,CA,advertising,0,0,1,0,0,2.0,1,3296,445,711,Service,Medium
California,36.116203,-119.681564,San Francisco,PubNub,operating,2010-08-01,2012-01-01,2013-09-17,1.42,3.13,1.63,3.13,5,3,17000000,2,CA,software,1,0,1,1,0,2.0,1,3298,518,1143,Software,High
California,36.116203,-119.681564,San Francisco,WellnessFX,operating,2010-04-01,2010-10-12,2011-12-12,0.53,1.7,1.7,2.0,14,2,5850000,2,CA,health,0,0,1,1,0,2.0,1,3299,194,620,Service,Medium
California,36.116203,-119.681564,New York,Unified,operating,2011-04-01,2012-06-07,2013-02-11,1.19,1.87,0.87,2.27,11,2,14112835,4,CA,enterprise,1,1,0,0,0,2.0,1,3300,433,682,Software,High
California,36.116203,-119.681564,Oakland,Perkville,operating,2010-01-11,2011-01-20,2013-01-31,1.02,3.06,0.0,1.73,2,2,1000000,2,CA,advertising,0,1,0,0,0,2.0,1,3301,374,1116,Service,Low
Oregon,44.572021,-122.070938,Portland,Vizify,closed,2011-06-01,2011-07-01,2012-03-03,0.08,0.76,-0.01,1.82,3,4,1510000,2,OR,web,0,1,0,0,0,3.33,1,3302,30,276,Software,Low
Texas,30.3377537,-97.8066662,Austin,NewComLink,operating,2008-01-01,2011-07-18,2013-04-02,3.55,5.25,4.0,4.0,6,2,16135004,1,TX,finance,1,0,0,1,0,2.0,1,3303,1294,1918,Service,High
California,36.116203,-119.681564,Mountain View,Lytro,operating,2011-01-01,2011-06-01,2013-11-20,0.41,2.89,2.25,2.47,16,2,90000000,2,CA,hardware,0,0,1,1,0,3.5,1,3304,151,1054,Hardware,High
New York,40.746584,-73.986381,New York,JOOR,operating,2010-03-01,2011-07-19,2013-07-25,1.38,3.4,2.27,3.4,1,3,20071510,2,NY,fashion,0,0,1,1,1,6.33,1,3305,505,1242,Business,High
Washington DC,38.8951,-77.0364,Washington,Salsa Labs,operating,2009-02-13,2011-07-31,2013-08-14,2.46,4.5,1.88,1.88,9,2,7000000,1,DC,software,0,0,1,0,0,1.0,1,3306,898,1643,Software,Medium
Colorado,39.059811,-105.311104,Denver,FullContact,operating,2010-01-01,2011-06-01,2012-07-09,1.41,2.52,2.58,3.64,13,4,8868000,3,CO,enterprise,0,1,1,1,0,6.0,1,3307,516,920,Software,Medium
California,36.116203,-119.681564,Palo Alto,Junar,operating,2010-01-01,2012-05-29,2013-05-28,2.41,3.41,0.94,2.41,3,2,1200000,2,CA,enterprise,1,0,0,0,0,1.5,1,3308,879,1243,Software,Low
California,36.116203,-119.681564,Los Altos,Ness Computing,operating,2009-10-01,2011-07-19,2012-08-21,1.8,2.89,2.25,2.89,5,2,20000000,2,CA,search,0,0,1,1,0,3.0,1,3309,656,1055,Software,High
Massachusetts,42.3625828,-71.0853501,Cambridge,BookingMarkets (Dashbell),operating,2011-07-18,2011-01-05,2013-01-15,-0.53,1.5,0.1,0.1,7,3,2222500,1,MA,web,0,1,0,0,0,3.33,1,3310,-194,547,Software,Medium
Massachusetts,42.4093289,-71.2730247,Waltham,Netotiate,operating,2011-05-25,2011-06-09,2013-07-22,0.04,2.16,1.69,1.69,7,2,1600000,1,MA,ecommerce,0,0,1,0,0,2.0,1,3311,15,789,Software,Low
Iowa,42.011539,-93.210526,Des Moines,Torsion Mobile,closed,2011-02-01,2011-02-01,2011-07-21,0.0,0.47,1.58,2.05,7,2,300000,2,IA,mobile,0,1,0,0,0,1.0,0,3312,0,170,software,Low
Connecticut,41.597782,-72.755371,Stamford,Local Yokel Media,operating,2011-04-10,2011-03-03,2013-06-11,-0.1,2.17,0.27,2.06,5,2,2288352,2,CT,advertising,1,0,1,0,0,1.0,1,3313,-38,793,Service,Medium
Ohio,40.388783,-82.764915,Cleveland,LineStream Technologies,closed,2008-06-01,2008-06-01,2012-03-12,0.0,3.78,3.78,4.75,11,2,1000000,2,OH,software,0,0,1,1,0,1.5,1,3314,0,1380,Software,Low
Nevada,38.313515,-117.055374,Carson City,YouTern,closed,2010-01-01,2010-01-01,2010-01-01,0.0,0.0,1.75,1.75,7,1,50000,1,NV,web,0,1,0,0,0,2.0,0,3315,0,0,Software,Low
New York,42.165726,-74.948051,New York,Lover.ly,operating,2011-01-07,2012-02-14,2013-01-01,1.1,1.99,2.06,2.65,15,2,500000,2,NY,search,1,0,0,0,0,3.5,1,3316,403,725,Software,Low
Colorado,39.059811,-105.311104,Denver,GoSpotCheck,operating,2011-06-01,2011-08-01,2013-07-31,0.17,2.17,0.59,0.59,5,4,2968000,1,CO,enterprise,0,1,0,0,0,1.0,1,3317,61,791,Software,Medium
New York,40.7204679,-74.0012672,New York,Onepager,closed,2011-02-01,2011-10-13,2012-06-18,0.7,1.38,0.0,0.7,5,2,365000,2,NY,web,0,1,0,0,0,1.5,0,3318,254,503,Software,Low
Michigan,43.326618,-84.536095,Detroit,Are You a Human,closed,2011-01-01,2011-07-26,2013-02-06,0.56,2.1,0.75,0.75,6,4,1551000,1,MI,software,1,0,1,0,0,3.0,1,3319,206,767,Software,Low
California,36.116203,-119.681564,San Francisco,Bislr,operating,2011-01-01,2011-12-01,2013-09-09,0.92,2.69,2.6,2.68,3,4,8810272,2,CA,software,1,0,1,0,0,3.0,1,3320,334,982,Software,Medium
California,36.116203,-119.681564,San Francisco,Fanzy,operating,2011-02-01,2011-08-11,2013-03-25,0.52,2.15,1.0,1.33,8,4,1500000,2,CA,enterprise,0,1,0,0,0,2.0,1,3321,191,783,Software,Low
California,34.0489393,-118.251029,Los Angeles,NationBuilder,operating,2009-10-31,2011-05-11,2013-06-06,1.53,3.6,3.17,3.27,10,3,14750000,2,CA,software,0,1,1,1,0,4.33,1,3322,557,1314,Software,High
Pennsylvania,40.590752,-77.209755,Wayne,Gamma Basics,operating,2009-01-01,2011-02-01,2011-02-01,2.08,2.08,0.0,0.0,4,1,125000,1,PA,software,0,1,0,0,0,1.0,0,3323,761,761,Software,Low
California,36.116203,-119.681564,Sunnyvale,Hortonworks,operating,2011-06-01,2011-06-01,2013-06-01,0.0,2.0,0.67,2.07,11,3,98000000,3,CA,enterprise,0,0,1,1,1,4.0,1,3324,0,731,Software,High
Texas,31.054487,-97.563461,Austin,Innography,operating,2006-01-01,2008-08-01,2013-07-30,2.58,7.58,6.25,6.25,8,3,10500000,1,TX,enterprise,1,0,1,1,0,2.0,1,3325,943,2767,Software,Medium
Washington,47.400902,-121.490494,Seattle,Habit Labs,operating,2011-07-01,2011-08-14,2012-02-10,0.12,0.61,0.07,0.12,3,2,745000,2,WA,health,0,1,0,0,0,6.0,1,3326,44,224,Service,Low
California,36.116203,-119.681564,Burlingame,HDmessaging,closed,2011-01-01,2013-11-13,2013-11-13,2.87,2.87,-1.0,-1.0,2,1,3000000,1,CA,mobile,0,0,1,0,0,4.0,1,3327,1047,1047,software,Medium
California,36.116203,-119.681564,Palo Alto,Azumio,closed,2011-01-01,2011-07-27,2011-07-27,0.57,0.57,0.16,2.5,3,1,2500000,2,CA,software,0,0,1,0,0,3.0,1,3328,207,207,Software,Medium
New Jersey,40.298904,-74.521011,Warren,Roka Bioscience,operating,2009-01-01,2011-07-28,2013-12-05,2.57,4.93,4.16,4.16,20,4,109496656,1,NJ,biotech,0,0,0,0,1,4.0,1,3329,938,1799,software,High
Tennessee,36.1628,-86.781,Nashville,Consensus Point,operating,2006-01-01,2011-04-05,2012-07-18,5.26,6.55,4.75,4.75,8,3,3613374,1,TN,enterprise,1,0,0,1,0,1.0,0,3330,1920,2390,Software,Medium
New York,42.165726,-74.948051,Manhattan,Swifto,closed,2010-01-01,2013-04-27,2013-04-27,3.32,3.32,1.75,1.75,15,1,2500000,1,NY,pets,1,0,0,0,0,1.0,1,3331,1212,1212,Service,Medium
California,36.116203,-119.681564,Santa Clara,myAchy,operating,2011-04-20,2011-04-10,2012-07-16,-0.03,1.24,0.0,0.0,2,2,85000,1,CA,mobile,0,1,0,0,0,1.0,0,3333,-10,453,software,Low
California,36.116203,-119.681564,BURBANK,Network Optix,operating,2011-02-07,2011-11-30,2011-11-30,0.81,0.81,0.59,1.14,4,1,750000,3,CA,software,0,0,0,0,0,2.0,0,3334,296,296,Software,Low
California,36.116203,-119.681564,San Francisco,Pixowl,operating,2011-06-01,2012-09-01,2012-09-01,1.25,1.25,0.67,0.67,4,1,1200000,1,CA,games_video,0,1,0,0,0,8.0,1,3335,458,458,Software,Low
California,36.116203,-119.681564,Santa Monica,DocRun,operating,2011-02-12,2012-02-08,2012-02-08,0.99,0.99,0.42,0.99,3,1,1100000,3,CA,software,0,1,0,0,0,4.0,1,3336,361,361,Software,Low
California,36.116203,-119.681564,Palo Alto,Nebula,operating,2011-04-01,2012-09-05,2013-07-16,1.43,2.29,1.1,2.45,13,2,25000000,3,CA,enterprise,1,0,0,1,0,4.5,1,3337,523,837,Software,High
Kansas,38.5266,-96.726486,Kansas City,Leap2,operating,2011-01-11,2011-12-01,2013-05-15,0.89,2.34,0.97,2.47,8,5,4290000,2,KS,search,1,1,0,0,0,2.5,0,3338,324,855,Software,Medium
California,36.116203,-119.681564,Mountain View,ElasticBox,operating,2011-09-02,2013-06-26,2013-06-26,1.82,1.82,0.33,0.69,4,1,3400000,2,CA,enterprise,0,0,0,0,0,5.0,1,3339,663,663,Software,Medium
California,37.7794764,-122.4023962,San Francisco,Switchcam,operating,2011-03-01,2012-06-07,2012-06-14,1.27,1.29,0.33,1.99,3,2,1220000,2,CA,photo_video,0,1,0,0,0,3.5,1,3340,464,471,Software,Low
Illinois,41.8883776,-87.6365131,Chicago,Shortlist,operating,2011-08-31,2011-12-01,2011-12-01,0.25,0.25,1.21,1.21,6,1,310000,1,IL,web,0,1,0,0,0,7.0,1,3341,92,92,Software,Low
California,36.116203,-119.681564,Mountain View,AgilOne,operating,2006-01-01,2011-01-01,2012-11-28,5.0,6.91,-1.0,7.29,14,2,16000000,2,CA,enterprise,0,0,1,1,0,1.5,1,3342,1826,2523,Software,High
Texas,31.054487,-97.563461,Austin,Kimbia,closed,2007-01-01,2008-01-01,2011-08-01,1.0,4.58,4.58,4.58,2,2,4000000,1,TX,nonprofit,0,0,1,1,0,1.0,0,3343,365,1673,Service,Medium
California,36.116203,-119.681564,Palo Alto,Eat Club,operating,2010-01-01,2011-06-01,2013-04-03,1.41,3.25,3.16,3.59,6,2,6500000,2,CA,hospitality,0,0,1,0,0,7.5,1,3344,516,1188,Service,Medium
Illinois,40.349457,-88.986137,Chicago,BabbaCo,operating,2007-01-01,2011-01-01,2011-08-01,4.0,4.58,5.59,5.59,8,3,1225000,1,IL,ecommerce,0,1,1,0,0,2.0,1,3345,1461,1673,Software,Low
California,36.116203,-119.681564,San Francisco,Joyus,operating,2011-01-01,2011-08-01,2013-05-05,0.58,2.34,2.5,2.5,10,2,19400000,1,CA,ecommerce,0,0,1,1,0,4.5,1,3346,212,855,Software,High
Massachusetts,42.230171,-71.530106,Cambridge,TalkTo,closed,2010-11-01,2012-04-11,2012-04-11,1.44,1.44,0.0,2.04,10,1,3000000,3,MA,messaging,0,0,1,0,0,1.0,1,3347,527,527,Software,Medium
Georgia,33.040619,-83.643074,Atlanta,Urjanet,operating,2009-01-01,2011-08-02,2012-12-14,2.58,3.95,1.25,1.25,6,3,8200000,1,GA,enterprise,0,0,1,1,0,2.33,1,3348,943,1443,Software,Medium
Washington,47.6140248,-122.1937423,Bellevue,ChoozOn (d.b.a. Blue Kangaroo),operating,2010-01-01,2011-08-02,2012-01-30,1.58,2.08,1.0,1.0,8,2,4473279,1,WA,search,1,0,1,0,0,2.0,0,3349,578,759,Software,Medium
California,37.491356,-122.228843,Belmont,BlogHer,operating,2005-02-01,2007-07-15,2009-05-14,2.45,4.28,3.45,7.92,18,3,15500000,3,CA,web,0,0,1,1,1,2.0,1,3350,894,1563,Software,High
Virginia,38.8057659,-77.0548168,Alexandria,Privia Health,operating,2007-01-01,2010-12-22,2012-04-17,3.98,5.3,5.0,5.0,11,2,17500000,1,VA,health,0,0,1,1,0,1.0,0,3351,1451,1933,Service,High
California,36.116203,-119.681564,Fremont,Leyden Energy,operating,2007-01-01,2007-06-29,2013-01-23,0.49,6.07,4.0,4.0,7,3,34500000,1,CA,manufacturing,0,0,0,1,1,3.67,1,3352,179,2214,Manufacturing,High
California,36.116203,-119.681564,Mill Valley,ClubJumpr.com,operating,2008-06-01,2008-02-01,2008-02-01,-0.33,-0.33,1.33,1.33,3,1,120000,1,CA,other,0,1,0,0,0,1.0,0,3353,-121,-121,Business,Low
New York,40.7439956,-73.9888765,New York,Updater,operating,2010-11-01,2011-08-23,2013-05-15,0.81,2.54,2.33,2.84,9,3,4500000,2,NY,web,0,1,1,0,0,2.0,1,3354,295,926,Software,Medium
California,37.8059887,-122.4099154,San Francisco,trueAnthem,operating,2008-01-01,2008-07-28,2013-08-29,0.57,5.66,2.99,5.66,10,3,7481854,3,CA,advertising,0,0,0,0,0,2.0,1,3355,209,2067,Service,Medium
Ohio,40.388783,-82.764915,Columbus,Farmeron,operating,2010-12-01,2010-10-01,2012-05-10,-0.17,1.44,2.25,2.25,8,5,1415000,1,OH,analytics,0,1,0,0,0,2.4,1,3356,-61,526,Software,Low
New York,42.165726,-74.948051,New York,The Electric Sheep,closed,2005-04-17,2007-02-26,2007-02-26,1.86,1.86,0.79,3.64,3,1,7000000,2,NY,advertising,0,0,1,0,0,2.0,0,3357,680,680,Service,Medium
California,36.116203,-119.681564,San Francisco,Whitetruffle,operating,2011-08-01,2011-08-01,2012-10-01,0.0,1.17,1.75,2.14,11,2,1600000,2,CA,web,0,1,0,0,0,4.0,1,3358,0,427,Software,Low
California,36.116203,-119.681564,Los Angeles,Fliptu,operating,2011-10-01,2012-03-01,2012-03-01,0.42,0.42,0.17,0.17,8,1,175000,1,CA,social,0,1,0,0,0,3.0,0,3359,152,152,Software,Low
California,36.116203,-119.681564,San Diego,Acutus Medical,operating,2011-01-01,2011-08-08,2013-08-20,0.6,2.64,2.42,2.42,8,4,36976464,1,CA,biotech,1,0,0,1,0,2.5,1,3360,219,962,software,High
New York,42.165726,-74.948051,New York,Matchbook,closed,2010-09-01,2012-02-13,2012-02-13,1.45,1.45,2.34,3.02,6,1,250000,2,NY,mobile,0,1,0,0,0,2.0,1,3361,530,530,software,Low
California,36.116203,-119.681564,San Mateo,BuildingIQ,operating,2009-01-01,2011-08-08,2013-01-22,2.6,4.06,4.0,4.0,13,3,19073747,1,CA,software,1,0,0,0,0,2.0,1,3362,949,1482,Software,High
California,36.116203,-119.681564,San Francisco,Second Genome,operating,2009-01-01,2011-08-09,2013-06-05,2.6,4.43,3.0,4.43,11,3,18999999,2,CA,biotech,0,0,1,0,0,2.0,1,3363,950,1616,software,High
New York,42.165726,-74.948051,Brooklyn,Q-Sensei,operating,2007-01-01,2007-07-01,2013-10-01,0.5,6.75,6.17,6.17,3,4,6350000,1,NY,search,0,1,1,0,0,2.0,0,3364,181,2465,Software,Medium
California,36.116203,-119.681564,Sunnyvale,HotLink,operating,2010-01-01,2011-08-09,2011-08-09,1.6,1.6,-13.76,-13.76,4,1,10000000,1,CA,software,0,0,1,0,0,2.0,1,3365,585,585,Software,Medium
Washington DC,38.906867,-77.042322,Washington,SnagFilms,operating,2008-07-15,2011-01-16,2013-01-18,2.51,4.52,3.87,4.9,11,3,23000000,3,DC,social,1,0,0,0,0,3.67,1,3366,915,1648,Software,High
New York,42.165726,-74.948051,New York,Zipmark,closed,2010-03-01,2011-12-13,2013-08-14,1.79,3.46,1.33,2.42,4,2,3500000,3,NY,mobile,0,0,0,0,0,5.0,1,3367,652,1262,software,Medium
New York,42.165726,-74.948051,New York,Hoseanna,closed,2011-01-01,2011-02-28,2011-02-28,0.16,0.16,0.0,0.0,2,1,250000,1,NY,ecommerce,0,1,0,0,0,1.0,0,3368,58,58,Software,Low
Georgia,33.040619,-83.643074,Alpharetta,Catavolt,operating,2008-01-01,2012-09-28,2013-08-06,4.75,5.6,5.01,5.01,7,2,6500000,1,GA,enterprise,0,0,1,1,0,1.0,0,3369,1732,2044,Software,Medium
Florida,27.766279,-81.686783,Miami Beach,Weemba,operating,2011-01-01,2009-11-11,2011-09-13,-1.14,0.7,0.36,0.36,5,2,10455481,1,FL,finance,0,0,1,0,0,1.0,0,3371,-416,255,Service,Medium
Illinois,40.349457,-88.986137,Chicago,gDine,operating,2010-01-01,2011-08-17,2011-08-17,1.62,1.62,1.58,1.58,3,1,625000,1,IL,hospitality,1,0,0,0,0,1.0,0,3372,593,593,Service,Low
California,37.5985468,-122.3871942,San Francisco,ReferralMD,closed,2011-08-11,2012-11-13,2013-09-23,1.26,2.12,1.56,2.14,9,5,465000,2,CA,software,0,1,0,0,0,1.75,0,3373,460,774,Software,Low
Massachusetts,42.230171,-71.530106,Boston,Yesware,operating,2010-07-01,2011-09-27,2013-11-15,1.24,3.38,2.92,2.92,8,4,19700000,1,MA,enterprise,1,0,1,1,0,4.0,1,3374,453,1233,Software,High
California,37.78976,-122.402524,San Francisco,POPSUGAR,operating,2006-04-01,2006-10-01,2011-04-12,0.5,5.03,5.04,7.45,29,4,46000000,4,CA,web,1,0,1,1,1,1.25,1,3375,183,1837,Software,High
New York,40.7054388,-74.0140021,New York,SR Labs,operating,2007-01-01,2013-01-09,2013-01-09,6.03,6.03,3.43,3.43,3,1,53000000,1,NY,finance,1,0,0,0,0,1.0,1,3376,2200,2200,Service,High
Georgia,33.040619,-83.643074,Atlanta,Whisper Communications,closed,2009-11-01,2010-01-01,2011-01-01,0.17,1.17,0.66,0.66,3,4,394500,1,GA,messaging,0,1,0,0,0,1.33,1,3377,61,426,Software,Low
California,36.116203,-119.681564,San Mateo,ZeroDesktop,closed,2011-02-10,2013-03-08,2013-03-08,2.07,2.07,-0.02,2.41,3,1,1000000,3,CA,enterprise,0,0,1,0,0,1.0,0,3378,757,757,Software,Low
New York,42.165726,-74.948051,Brooklyn,spotflux,operating,2011-04-01,2012-03-07,2012-03-07,0.93,0.93,0.93,2.08,2,1,1000000,2,NY,security,0,0,1,0,0,4.0,1,3379,341,341,Service,Low
California,37.492674,-122.227793,Redwood City,Sumo Logic,operating,2010-01-01,2012-01-31,2012-11-29,2.08,2.91,1.0,2.91,10,2,45000000,2,CA,analytics,0,0,0,1,1,3.0,1,3380,760,1063,Software,High
California,36.116203,-119.681564,San Francisco,Taptera,closed,2011-04-24,2011-08-24,2011-08-24,0.33,0.33,0.33,1.53,13,1,2000000,2,CA,enterprise,0,0,1,0,0,4.0,1,3382,122,122,Software,Low
Utah,40.150032,-111.862434,Draper,HzO,operating,2011-01-01,2011-08-15,2013-05-08,0.62,2.35,0.99,0.99,0,3,13625000,1,UT,hardware,1,0,0,1,0,2.0,1,3383,226,858,Hardware,High
California,36.116203,-119.681564,San Francisco,Bright Media Corporation,operating,2011-02-20,2012-06-19,2013-09-18,1.33,2.58,1.78,1.78,5,2,20000000,1,CA,web,0,0,1,1,0,2.0,0,3384,485,941,Software,High
Connecticut,41.597782,-72.755371,Stamford,LiveClips,operating,2008-01-01,2011-08-16,2013-12-09,3.62,5.94,4.0,4.0,7,5,6855000,1,CT,software,1,0,0,0,0,1.67,1,3385,1323,2169,Software,Medium
